"Proposal_ID","Sampling_Set","Core_Section","Sample_Name","Bulk_density_g_per_cm3","GWC_percent","Ca_meq_per_100g","Mg_meq_per_100g","Na_meq_per_100g","K_meq_per_100g","SO4_S_mg_per_kg","B_mg_per_kg","Zn_mg_per_kg","Mn_mg_per_kg","Cu_mg_per_kg","Fe_mg_per_kg","MBC_mg_per_kg","MBN_mg_per_kg","NO3_N_mg_per_kg","NH4_N_mg_per_kg","PO4_P_mg_per_kg","pH","WEOM_TOC_mg_per_kg","WEOM_TN_mg_per_kg","flag_Bulk_density","flag_GWC","flag_B","flag_Ca","flag_Cu","flag_Fe","flag_K","flag_Mg","flag_Mn","flag_Na","flag_SO4S","flag_Zn","flag_MBC","flag_MBN","flag_NO3N","flag_NH4N","flag_P","flag_pH","flag_WEOM_TOC","flag_WEOM_TN"
"61611","8","TOP","61611_8_TOP","0.65","92.67","7.9","2.58","0.12","0.57","14","0.3","23.8","18.9","4.6","851",,,"30.44","24.16","62.09","5.11","115.82","15.5",,,,,,,,,,,,,"Failed_QC","Failed_QC",,,,,,
"61611","8","BTM","61611_8_BTM","0.66","96.65","4.9","1.19","0.13","0.25","12","0.25","7.95","22.3","5.8","977",,,"6.35","7.48","28.54","4.91","79.53","13.08",,,,,,,,,,,,,"Failed_QC","Failed_QC",,,,,,
"61611","9","TOP","61611_9_TOP","0.74","89.42","6.9","2.33","0.12","0.54","14","0.3","18.95","27.9","5.1","828",,,"18.72","20.82","73.05","5.09","142.02","14.62",,,,,,,,,,,,,"Failed_QC","Failed_QC",,,,,,
"61611","9","BTM","61611_9_BTM","0.65","91.98","3.6","1.27","0.16","0.25","16","0.3","4.65","9.4","7.4","1080",,,"6.35","7.65","27.02","4.79","64.25","12.29",,,,,,,,,,,,,"Failed_QC","Failed_QC",,,,,,
"61630","1","TOP","61630_1_TOP","1.87","12.86",,,,,,,,,,,,,,,"96.19","6.02","10.14","4.45",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","1","BTM","61630_1_BTM","1.71","14.69",,,,,,,,,,,,,,,"17.8","6.1","8.3","2.03",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","10","TOP","61630_10_TOP","0.86","16.47",,,,,,,,,,,,,,,"10.36","6.65","71.15","2.56",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","10","BTM","61630_10_BTM",,"14.01",,,,,,,,,,,,,,,"5.05","6.81","6.75","0.93","Failed_QC",,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","11","TOP","61630_11_TOP","2.04","6.3",,,,,,,,,,,,,,,"30.24","6.34","14.92","3",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","11","BTM","61630_11_BTM","1.67","10.99",,,,,,,,,,,,,,,"3.2","6.91","6.53","1.4",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","12","TOP","61630_12_TOP","2.22","5.53",,,,,,,,,,,,,,,"18.87","6.14","10.02","2.61",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","12","BTM","61630_12_BTM","1.95","11.19",,,,,,,,,,,,,,,"4","6.8","1.32","1.35",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","13","TOP","61630_13_TOP","2.2","20.6","4.1","1.1","0.06","0.19","2","0.25","1.1","52.5","1.1","33","54.58","13.89","1.77","5.3","4.37","5.9","12.88","5.19",,,,,,,,,,,,,,,,,,,,
"61630","13","BTM","61630_13_BTM","1.57","17.93","5.1","1.02","0.04","0.09","2","0.3","1","21.2","0.8","55","9.46","2.98","1","1.42","2.19","6.14","13.93","2.02",,,,,,,,,,,,,,,,,,,,
"61630","14","TOP","61630_14_TOP","2.36","16.57","3.7","1.06","0.08","0.24","2","0.3","0.75","15.4","1","34","47.29","11.47","2.52","5.55","6.18","6","16.06","2.06",,,,,,,,,,,,,,,,,,,,
"61630","14","BTM","61630_14_BTM","1.51","13.68","6.7","1.7","0.08","0.16","2","0.3","0.1","4","0.7","20","14.12","2.88","0.15","0.89","5.12","6.02","9.01","0.82",,,,,,,,,,,,,,,,,,,,
"61630","15","TOP","61630_15_TOP","2.16","21.75","6.1","1.49","0.11","0.43","3","0.35","1.05","31","1.4","32","77.18","20.82","2.83","5.25","10.51","6.28","24.88","5.39",,,,,,,,,,,,,,,,,,,,
"61630","15","BTM","61630_15_BTM","1.43","15.92","3.6","0.91","0.07","0.18","2","0.3","0.7","41.4","1.4","42","36.85","9.23","0.1","2.44","4.33","6.01","11.03","1.89",,,,,,,,,,,,,,,,,,,,
"61630","16","TOP","61630_16_TOP","2.1","21.19","5","1.45","0.11","0.33","2","0.4","0.5","16.6","1","19","21.75","6.74","2.9","2.66","27.86","6.55","16.93","4.89",,,,,,,,,,,,,,,,,,,,
"61630","16","BTM","61630_16_BTM","1.3","20.3","6.1","1.91","0.13","0.85","3","0.4","0.85","25.3","1.1","18","23.59","8.08","1.41","2.36","40.94","6.6","16.62","4.12",,,,,,,,,,,,,,,,,,,,
"61630","17","TOP","61630_17_TOP","2.23","15.55","3.4","0.94","0.11","0.6","3","0.3","0.6","24.2","1.1","32","83.26","14.88","1.56","2.23","27.84","5.63","15.52","2.97",,,,,,,,,,,,,,,,,,,,
"61630","17","BTM","61630_17_BTM","1.68","14.54","6.1","1.93","0.13","0.17","2","0.5","1.05","14.2","1.6","95","15.97","3.34","0.99","1.39","3.5","5.87","6.5","1.89",,,,,,,,,,,,,,,,,,,,
"61630","18","TOP","61630_18_TOP","2.02","16.15","4.1","1.43","0.1","0.24","3","0.3","0.9","24.8","1.3","112","56.28","14.86","4.88","3.54","6.31","5.73","19.74","4.45",,,,,,,,,,,,,,,,,,,,
"61630","18","BTM","61630_18_BTM","1.57","11.04","5.2","1.86","0.12","0.14","2","0.35","0.3","6.9","0.9","102","15.06","3.99","0.18","1.23","8.03","6.41","16.6","1.33",,,,,,,,,,,,,,,,,,,,
"61630","19","TOP","61630_19_TOP","2.01","18.84","4.4","1.32","0.09","0.37","3","0.3","1.25","17.3","1","41","55.59","13.52","0.1","7.05","11.12","6.26","21.01","2.85",,,,,,,,,,,,,,,,,,,,
"61630","19","BTM","61630_19_BTM","1.43","15.4","7.1","2.6","0.12","0.32","2","0.3","0.15","10.8","0.9","25","23.73","2.8","0.18","0.84","7.43","6.42","20.03","1.05",,,,,,,,,,,,,,,,,,,,
"61630","2","TOP","61630_2_TOP","2.37","9.63",,,,,,,,,,,,,,,"16.54","6.15","10.14","2.8",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","2","BTM","61630_2_BTM","1.63","13.63",,,,,,,,,,,,,,,"4.18","6.85","17","1.79",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","20","TOP","61630_20_TOP","1.79","21.85","4.5","1.22","0.08","0.58","4","0.35","1.2","14.1","1.3","59","45.03","13.66","25.19","5.34","27.91","6.23","20.53","4.15",,,,,,,,,,,,,,,,,,,,
"61630","20","BTM","61630_20_BTM","1.6","16.15","4.4","1.18","0.09","0.24","2","0.3","0.65","28.3","1","48","43.46","8.88","0.22","1.56","8.42","6.34","5.15","1.2",,,,,,,,,,,,,,,,,,,,
"61630","21","TOP","61630_21_TOP","2.3","16.26","3.6","1.28","0.1","0.78","2","0.35","0.75","21.7","1.1","16","63.03","15.62","2.48","2.41","23.28","6.55","16.04","4.31",,,,,,,,,,,,,,,,,,,,
"61630","21","BTM","61630_21_BTM","1.39","14.3","3","0.67","0.06","0.22","2","0.3","0.45","29.2","0.9","31","16.89","4.12","0.49","0.98","5.06","6.2","12.57","1.56",,,,,,,,,,,,,,,,,,,,
"61630","22","TOP","61630_22_TOP","2.33","11.85","3.2","1.25","0.12","0.41","3","0.3","0.55","7.4","0.8","32","53.19","10.9","1.6","1.17","23.56","6.66","12.75","3.41",,,,,,,,,,,,,,,,,,,,
"61630","22","BTM","61630_22_BTM","1.67","10.91","4.2","1.52","0.11","0.13","2","0.3","0.4","21.2","1","30","24.09","3.47","0.15","0.84","7.72","6.28","8.04","1.27",,,,,,,,,,,,,,,,,,,,
"61630","23","TOP","61630_23_TOP","2.22","18.26","2.8","0.95","0.08","0.34","2","0.25","1.2","39.8","1.1","41","25.85","10.47","4.45","7.53","6.4","5.83","16.25","6.57",,,,,,,,,,,,,,,,,,,,
"61630","23","BTM","61630_23_BTM","1.83","13.46","3","0.75","0.08","0.14","2","0.3","0.6","24","1.1","33","38.58","7.84","0.43","1.26","4.45","6.34","5.53","1.9",,,,,,,,,,,,,,,,,,,,
"61630","24","TOP","61630_24_TOP","1.88","25.56","4.2","1.16","0.07","0.33","3","0.3","1.4","7.3","1.3","46","74.81","17.84","19.2","3.3","12.17","6.35","23.35","4.1",,,,,,,,,,,,,,,,,,,,
"61630","24","BTM","61630_24_BTM","1.46","18.88","4.3","1.15","0.11","0.23","2","0.3","0.4","19","0.9","20","36.54","4.45","0.27","1.19","5.25","6.94","5.57","1.34",,,,,,,,,,,,,,,,,,,,
"61630","3","TOP","61630_3_TOP","2.17","17.06",,,,,,,,,,,,,,,"3.63","6.4","11.96","5.55",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","3","BTM","61630_3_BTM","1.75","15.01",,,,,,,,,,,,,,,"4.11","6.83","10.19","0.95",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","4","TOP","61630_4_TOP","2.31","11.43",,,,,,,,,,,,,,,"4.72","6.6","12.14","2.41",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","4","BTM","61630_4_BTM","1.73","8.21",,,,,,,,,,,,,,,"3.81","6.9","5.8","1.03",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","5","TOP","61630_5_TOP","1.92","17.05",,,,,,,,,,,,,,,"20.76","6.63","12.54","3.64",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","5","BTM","61630_5_BTM","1.51","18.34",,,,,,,,,,,,,,,"12.88","6.81","9.53","1.79",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","6","TOP","61630_6_TOP","2.27","6.68",,,,,,,,,,,,,,,"41.13","5.63","19.06","2.92",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","6","BTM","61630_6_BTM","1.81","14.24",,,,,,,,,,,,,,,"4.1","6.18","14.05","1.81",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","7","TOP","61630_7_TOP","2.23","10.05",,,,,,,,,,,,,,,"24.03","5.76","9.46","2.33",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","7","BTM","61630_7_BTM","1.59","14.06",,,,,,,,,,,,,,,"3.9","6.72","3.88","0.97",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","8","TOP","61630_8_TOP","2.35","14.58",,,,,,,,,,,,,,,"3.18","6.19","8.78","3.22",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","8","BTM","61630_8_BTM","1.33","16.12",,,,,,,,,,,,,,,"5.15","6.55","8.85","1.22",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","9","TOP","61630_9_TOP","1.91","18.05",,,,,,,,,,,,,,,"5.71","6.66","14.81","3.88",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61630","9","BTM","61630_9_BTM","1.34","15.17",,,,,,,,,,,,,,,"5.42","6.72","2.34","0.77",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","Failed_QC","Failed_QC","In_Queue","In_Queue",,,,
"61797","1","TOP","61797_1_TOP","0.91","13.44","9.3","12.72","0.19","0.7","12","0.7","0.6","3.3","2.1","13","27.91","10.68","44.73","1.83","17.3","6.47","31.61","51.27",,,,,,,,,,,,,,,,,,,,
"61797","1","BTM","61797_1_BTM","1.48","16.47","8.1","12.52","0.14","0.53","4","0.6","0.55","1.7","2.2","13","17.2","2.65","2","1.37","6.29","6.73","61.94","3.2",,,,,,,,,,,,,,,,,,,,
"61797","2","TOP","61797_2_TOP","1.2","11.57","8.1","12.45","0.14","0.7","6","0.85","1.4","5.1","3.1","18","21.6","6.34","23.53","1.24","21.02","6.55","35.26","24.4",,,,,,,,,,,,,,,,,,,,
"61797","2","BTM","61797_2_BTM","1.61","14.74","8.2","12.98","0.16","0.58","4","0.7","0.7","1.3","2.3","14","10.19","1.77","3.01","2.11","19.08","6.85","28.9","3.55",,,,,,,,,,,,,,,,,,,,
"61797","3","TOP","61797_3_TOP","1.12","13.29","8.2","12.76","0.21","0.62","6","0.65","0.55","1.5","2.3","15","12.19","5.84","21.12","1","16.94","6.53","20.91","22.98",,,,,,,,,,,,,,,,,,,,
"61797","3","BTM","61797_3_BTM","1.2","13.5","8.2","12.82","0.15","0.67","4","0.65","0.6","2","2.5","17","20.08","2.4","1.64","1.88","14.71","6.63","34.1","3.87",,,,,,,,,,,,,,,,,,,,
"61797","4","TOP","61797_4_TOP","1.16","13.56","8.4","12.64","0.21","0.65","5","0.65","0.85","1.5","2.3","16","14.8","5.25","20.81","1.93","39.38","6.76","25.66","21.75",,,,,,,,,,,,,,,,,,,,
"61797","4","BTM","61797_4_BTM","1.46","14.51","8.2","12.78","0.23","0.44","4","0.7","0.5","1.3","2.3","12","12.68","1.58","2.03","1.73","4.12","6.79","19.79","2.65",,,,,,,,,,,,,,,,,,,,
"61797","5","TOP","61797_5_TOP","1.08","13.39","9","11.57","0.24","0.57","4","0.75","0.85","1.6","2","17","18","3.74","10.78","1.7","35.62","6.85","25.91","12.96",,,,,,,,,,,,,,,,,,,,
"61797","5","BTM","61797_5_BTM","1.45","14.04","8","12.09","0.31","0.58","2","0.8","0.6","2.2","2.3","13","18.2","1.89","1.35","2.6","4.84","6.79","23.83","2.85",,,,,,,,,,,,,,,,,,,,
"61797","6","TOP","61797_6_TOP","1.01","9.81","8.5","11.84","0.25","0.68","9","0.75","0.75","7.9","2.2","18","17.57","25.19","112.19","3.63","27.76","6.59","38.44","121.56",,,,,,,,,,,,,,,,,,,,
"61797","6","BTM","61797_6_BTM","1.5","11.46","7.8","11.88","0.22","0.47","4","0.9","1.3","3.4","2.9","15","16.77","1.88","1.05","1.47","10.08","6.76","25.01","3.14",,,,,,,,,,,,,,,,,,,,
"61797","7","TOP","61797_7_TOP","1.16","14.26","8.3","11.43","0.3","0.82","12","0.8","0.7","4.6","2.1","16","22.55","20.32","81.32","3.24","22.62","6.51","30.8","96.34",,,,,,,,,,,,,,,,,,,,
"61797","7","BTM","61797_7_BTM","1.57","15.79",,,,,,,,,,,"11.21","2.25",,,"11.15","6.83","24.67","4.04",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61797","8","TOP","61797_8_TOP","1.09","12.62","8","11.23","0.24","0.71","7","0.8","0.95","4.4","2.3","18","24.37","6.65","22.62","2.91","44.65","6.71","40.56","26.45",,,,,,,,,,,,,,,,,,,,
"61797","8","BTM","61797_8_BTM","1.39","13.68","7.9","11.99","0.24","0.37","3","0.85","0.55","1.4","2.1","11","11.6","1.75","1.67","1.78","4.85","6.96","23.86","2.71",,,,,,,,,,,,,,,,,,,,
"61797","9","TOP","61797_9_TOP","1.17","12.4",,,,,,,,,,,"16.23","3",,,"21.36","6.8","20.47","7.01",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61797","9","BTM","61797_9_BTM","1.65","13.95",,,,,,,,,,,"19.83","3.21",,,"6.3","6.9","16.83","1.92",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61798","1","TOP","61798_1_TOP","1.35","0.68","7.2","1.28","0.13","0.46","8","0.6","1.5","10.8","1.6","16","315.07","42.47","16","2.47","13.14","6.46","180.6","37.88",,,,,,,,,,,,,,,,,,,,
"61798","1","BTM","61798_1_BTM","1.6","1.56",,,,,,,,,,,"197.58","22.24",,,"2.89","6.88","149.86","21.42",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61798","2","TOP","61798_2_TOP","1.03","0.23","3.5","1.14","0.06","0.57","7","0.5","1.1","11.6","1.3","13","166.46","27.01","4.11","12.78","12.9","6.76","178.7","27.28",,,,,,,,,,,,,,,,,,,,
"61798","2","BTM","61798_2_BTM","0.15","0.2",,,,,,,,,,,"83.58","9.9",,,"5.29","6.84","102.51","10.36",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61798","3","TOP","61798_3_TOP","0.94","0.66","6.6","1.43","0.12","0.95","10","0.65","2","26.5","1.6","32","228.51","43.35","33.4","17.87","35.82","5.97","236.68","69.03",,,,,,,,,,,,,,,,,,,,
"61798","3","BTM","61798_3_BTM","1.13","1.28","6","1.53","0.12","0.42","4","0.55","0.3","27.4","1.3","15","81.9","14.56","7.72","3.15","7.32","5.99","107.44","18.28",,,,,,,,,,,,,,,,,,,,
"61798","4","TOP","61798_4_TOP","1.15","0.47","7.9","1.88","0.16","0.54","7","0.6","1.3","16.9","1.6","15","145.37","20.32","9.45","2.55","8.72","6.41","136.35","23.55",,,,,,,,,,,,,,,,,,,,
"61798","4","BTM","61798_4_BTM","1.35","1.82","10.5","2.2","0.13","0.42","12","0.6","0.25","11.5","0.9","7","86.35","12.64","7.84","1.24","2.53","6.47","96.37","16.29",,,,,,,,,,,,,,,,,,,,
"61798","5","TOP","61798_5_TOP","1.18","0.16","4.1","1.12","0.17","0.25","3","0.4","0.6","9.3","1.6","13","58.24","9.4","4.8","1.16","20.23","6.44","64.89","9.64",,,,,,,,,,,,,,,,,,,,
"61798","5","BTM","61798_5_BTM","1.36","0.64","3.9","1.07","0.13","0.13","2","0.4","0.1","5.2","0.8","46","21.05","3.62","0.77","0.58","7","6.46","23.96","1.83",,,,,,,,,,,,,,,,,,,,
"61798","6","TOP","61798_6_TOP","1.04","0.9","7.5","1.21","0.13","0.46","9","0.55","1.15","17","2.2","48","117.08","18.83","11.67","7.61","16.93","5.73","164.47","30.37",,,,,,,,,,,,,,,,,,,,
"61798","6","BTM","61798_6_BTM","1.77","0.86","11.3","1.67","0.2","0.25","5","0.55","0.1","5.9","0.8","10","167.99","16.12","3.39","4.7","10.86","6.84","89.97","12.32",,,,,,,,,,,,,,,,,,,,
"61798","7","TOP","61798_7_TOP","1.29","0.21","6.4","1.07","0.11","0.33","6","0.55","1.5","17.8","1.8","56","158.71","20.14","8.73","3.01","32.98","6.42","136.55","21.62",,,,,,,,,,,,,,,,,,,,
"61798","7","BTM","61798_7_BTM","1.15","0.4","4.5","1.28","0.11","0.21","2","0.45","0.1","3.6","0.6","11","18.8","3.68","2.25","0.55","15.87","6.9","35.66","4.71",,,,,,,,,,,,,,,,,,,,
"61798","8","TOP","61798_8_TOP","1.19","1.04","5.8","0.94","0.08","0.23","5","0.5","1.55","22.7","3.1","29","107.66","18.76","25.01","3.55","16.66","5.88","135.56","33.67",,,,,,,,,,,,,,,,,,,,
"61798","8","BTM","61798_8_BTM","1.64","0.31","4.2","0.88","0.08","0.11","2","0.4","0.1","4.4","0.8","13","11.23","2.26","1.04","0.33","6.88","5.74","18.34","1.99",,,,,,,,,,,,,,,,,,,,
"61799","1","TOP","61799_1_TOP","0.77","23.36","1.4","0.82","0.11","0.2","22","0.35","4.2","24.9","0.7","516","595.76","91.71","17.19","28.39","6.64","3.86","189.77","37.4",,,,,,,,,,,,,,,,,,,,
"61799","1","BTM","61799_1_BTM","1.22","17.35","1.2","0.4","0.12","0.11","13","0.45","0.65","2.6","0.7","37","367.56","30.36","2.72","3.18","4.63","4.51","45.88","4.27",,,,,,,,,,,,,,,,,,,,
"61799","2","TOP","61799_2_TOP","0.74","29.93","1.3","0.78","0.14","0.28","56","0.3","5.75","21.3","1.2","434","801.78","102.71","1.97","66.57","5.15","3.72","226.46","7.76",,,,,,,,,,,,,,,,,,,,
"61799","2","BTM","61799_2_BTM","1.2","13.59","1.1","0.42","0.14","0.06","11","0.35","0.45","2.1","0.3","35","233.62","24.43","0.78","1.49","3.25","4.81","8.74","0.72",,,,,,,,,,,,,,,,,,,,
"61799","3","TOP","61799_3_TOP","0.86","26.94","0.9","0.56","0.13","0.21","62","0.35","2.6","6.9","0.8","571","688.64","86.42","1.5","31.23","5.74","3.89","152.87","4.93",,,,,,,,,,,,,,,,,,,,
"61799","3","BTM","61799_3_BTM","1.22","10.47","0.8","0.29","0.1","0.05","3","0.35","0.25","1.8","0.3","35","79.5","12.3","0.48","1.3","1.72","4.99","6.13","0.26",,,,,,,,,,,,,,,,,,,,
"61799","4","TOP","61799_4_TOP","0.92","42.28","1.2","0.59","0.13","0.12","11","0.35","2.6","20.1","0.6","691","182.96","38.39","45.81","50.27","4.39","4.2","87.98","6.55",,,,,,,,,,,,,,,,,,,,
"61799","4","BTM","61799_4_BTM","1.16","26.98","1","0.34","0.09","0.1","23","0.4","0.25","0.5","0.5","36","126.52","10.53","1.82","3.17","7.23","4.62","66.72","2.64",,,,,,,,,,,,,,,,,,,,
"61799","5","TOP","61799_5_TOP","0.66","99.37","1.1","0.64","0.17","0.27","32","0.25","7.65","17.6","1.5","1144","656.86","133.64","1.3","46.11","4.67","3.49","288.36","8.73",,,,,,,,,,,,,,,,,,,,
"61799","5","BTM","61799_5_BTM","1.03","44.53","0.6","0.25","0.08","0.04","32","0.4","0.55","0.9","0.6","38","468.6","29.09","1.35","4.3","2.08","4.79","26.32","0.71",,,,,,,,,,,,,,,,,,,,
"61799","6","TOP","61799_6_TOP","0.63","81.65","0.8","0.43","0.11","0.17","51","0.35","2.65","4.5","0.9","783","674.63","98.11","3.25","34.47","5.66","3.51","288.92","6.94",,,,,,,,,,,,,,,,,,,,
"61799","6","BTM","61799_6_BTM","0.94","47.9","0.6","0.25","0.08","0.04","28","0.4","0.4","2.4","0.7","34","256.95","22.87","1.18","3.84","3.04","4.68","20.75","0.04",,,,,,,,,,,,,,,,,,,,
"61799","7","TOP","61799_7_TOP","0.68","75.45","1.2","0.63","0.14","0.13","48","0.35","5.1","46.1","1.6","454","351.36","54.67","83.12","26.25","19.02","4.17","228.03","12.5",,,,,,,,,,,,,,,,,,,,
"61799","7","BTM","61799_7_BTM","1.11","33.29","0.8","0.29","0.11","0.06","33","0.35","0.3","0.8","1.5","22","218.61","16.35","0.98","1.16","28","4.84","27.05","0.76",,,,,,,,,,,,,,,,,,,,
"61799","8","TOP","61799_8_TOP","0.48","103.52","1.1","0.92","0.16","0.29","24","0.3","10.95","14.7","1.6","1114","952.38","146.1","3.61","103.95","5.37","3.59","678.22","19.86",,,,,,,,,,,,,,,,,,,,
"61799","8","BTM","61799_8_BTM","1.24","50.9","0.9","0.34","0.12","0.06","21","0.35","0.65","0.5","0.7","102","252.93","25.61","1.96","4.28","3.34","4.67","4.94","0.67",,,,,,,,,,,,,,,,,,,,
"61799","9","TOP","61799_9_TOP","0.45","125.29","1.1","0.62","0.16","0.37","38","0.3","5.55","13","2","406","964.28","154.24","5.47","107.3","11.24","3.93","359.61","12.23",,,,,,,,,,,,,,,,,,,,
"61799","9","BTM","61799_9_BTM","0.67","64.13","1","0.33","0.11","0.08","19","0.3","0.55","1.2","0.9","53","293.05","29.44","1.17","4.08","2.61","4.73","48.81","0.82",,,,,,,,,,,,,,,,,,,,
"61802","1","TOP","61802_1_TOP","0.26","239.3",,,,,,,,,,,"199.53","24.03",,,"7.79","7.67","162.4","19.82",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","1","BTM","61802_1_BTM","0.32","237.78",,,,,,,,,,,"165.15","25.19",,,"14.15","7.15","116.34","15.88",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","2","TOP","61802_2_TOP","0.32","249.78",,,,,,,,,,,"69.96","21.59",,,"11.63","7.51","186.42","17.51",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","2","BTM","61802_2_BTM","0.2","249.96",,,,,,,,,,,"109.19","9.16",,,"8.96","7.5","211.52","12.37",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
