"Proposal_ID","Sampling_Set","Core_Section","Sample_Name","Bulk_density_g_per_cm3","GWC_percent","Ca_meq_per_100g","Mg_meq_per_100g","Na_meq_per_100g","K_meq_per_100g","SO4_S_mg_per_kg","B_mg_per_kg","Zn_mg_per_kg","Mn_mg_per_kg","Cu_mg_per_kg","Fe_mg_per_kg","MBC_mg_per_kg","MBN_mg_per_kg","NO3_N_mg_per_kg","NH4_N_mg_per_kg","PO4_P_mg_per_kg","pH","WEOM_TOC_mg_per_kg","WEOM_TN_mg_per_kg","flag_Bulk_density","flag_GWC","flag_B","flag_Ca","flag_Cu","flag_Fe","flag_K","flag_Mg","flag_Mn","flag_Na","flag_SO4S","flag_Zn","flag_MBC","flag_MBN","flag_NO3N","flag_NH4N","flag_P","flag_pH","flag_WEOM_TOC","flag_WEOM_TN"
"61802","3","TOP","61802_3_TOP","0.56","136.28",,,,,,,,,,,"126.25","16.8",,,"3.7","6.85","178.74","16.61",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","3","BTM","61802_3_BTM","0.48","102.43",,,,,,,,,,,"71.2","7.57",,,"6.62","7.74","103.31","8.48",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","4","TOP","61802_4_TOP","0.4","160.37",,,,,,,,,,,"199.31","25.54",,,"3.16","7.18","105","15.62",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","4","BTM","61802_4_BTM","0.5","108.57",,,,,,,,,,,"42.92","5.76",,,"9.89","7.72","77.82","5.88",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","5","TOP","61802_5_TOP","0.42","183.36",,,,,,,,,,,"111.06","11.49",,,"8.95","7.47","129.74","12.83",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","5","BTM","61802_5_BTM","0.46","191.77",,,,,,,,,,,"117.35","20.2",,,"13.65","7.55","144.05","15.3",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","6","TOP","61802_6_TOP","0.37","180.06",,,,,,,,,,,"218.34","25.4",,,"20.34","7.32","149.88","20.64",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","6","BTM","61802_6_BTM","0.42","109.01",,,,,,,,,,,"80.37","5.51",,,"13.8","8","118.6","11.79",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","7","TOP","61802_7_TOP","0.23","218.32",,,,,,,,,,,"178.64","16.6",,,"7.38","7.75","164.49","15.47",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","7","BTM","61802_7_BTM","0.29","213.59",,,,,,,,,,,"192.64","20.95",,,"11.09","7.64","190.74","16.89",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","8","TOP","61802_8_TOP","0.39","218.59",,,,,,,,,,,"192.55","17.41",,,"7.72","5.89","217.67","23.12",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","8","BTM","61802_8_BTM","0.32","204.93",,,,,,,,,,,"145.67","11.7",,,"10.44","7.72","200.69","22.29",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","9","TOP","61802_9_TOP","0.4","196.52",,,,,,,,,,,"213.45","27.7",,,"10.25","7.24","97.25","14.73",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61802","9","BTM","61802_9_BTM","0.63","83.54",,,,,,,,,,,"48.4","2.78",,,"2.36","7.31","56.3","5.03",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61803","1","TOP","61803_1_TOP","0.34","31.61","17.6","3.94","0.12","0.46","42","0.5","5.75","32.6","1.2","289","758.66","115.94","4.84","9.9","65.38","5.74","290.08","14.28",,,,,,,,,,,,,,,,,,,,
"61803","1","BTM","61803_1_BTM","1.42","10.84","8","3.27","0.19","0.12","3","0.4","0.1","4","3.5","63","63.2","6.98","0.45","0.35","0.84","6.6","35.51","1.04",,,,,,,,,,,,,,,,,,,,
"61803","2","TOP","61803_2_TOP","0.36","33.25","11","2.74","0.16","0.41","45","0.4","0.9","33.1","1.1","498","744.17","79.16","0.83","8.73","12.39","5.01","441.89","13.74",,,,,,,,,,,,,,,,,,,,
"61803","2","BTM","61803_2_BTM","1.66","13.24","6.8","2.73","0.12","0.08","6","0.4","0.1","2.3","2.1","84","56.14","8.25","0.33","0.84","1.47","6.59","35.88","1.11",,,,,,,,,,,,,,,,,,,,
"61803","3","TOP","61803_3_TOP","0.67","21.58","13.2","3.41","0.12","0.22","23","0.45","1","23.1","1.7","252","362.41","57.17","0.28","4.05","2.24","5.46","164.1","7.51",,,,,,,,,,,,,,,,,,,,
"61803","3","BTM","61803_3_BTM","1.41","9.73","7.7","3.12","0.11","0.08","5","0.4","0.1","5.2","3.6","51","51.83","5.64","0.2","0.41","1.04","6.49","26.08","0.89",,,,,,,,,,,,,,,,,,,,
"61803","4","TOP","61803_4_TOP","0.24","34.19","14.9","2.98","0.13","0.69","53","0.4","6.2","55","1.5","503","723.54","89.63","1.46","2.4","32.82","5.25","373.84","14.48",,,,,,,,,,,,,,,,,,,,
"61803","4","BTM","61803_4_BTM","1.68","11.26","13.7","3.5","0.12","0.22","12","0.45","0.1","0.8","2","183","67.88","6.74","0.24","0.59","1.61","6.28","135.71","1.42",,,,,,,,,,,,,,,,,,,,
"61804","1","TOP","61804_1_TOP","1.8","22.56","4","1.07","0.05","0.35","4","0.45","0.95","2.5","12.7","28","39.84","9.12","3.08","0.89","554.23","6.97","12.46","5.28",,,,,,,,,,,,,,,,,,,,
"61804","1","BTM","61804_1_BTM","1.28","22.85","3.2","0.98","0.09","0.28","4","0.4","0.6","2.2","7.6","22","50.41","18.91","6.91","0.52","537.1","6.84","8.43","41.32",,,,,,,,,,,,,,,,,,,,
"61804","2","TOP","61804_2_TOP","1.73","21.93","3.8","1.07","0.05","0.28","4","0.4","0.85","2.3","12","20","53.92","11.83","2.71","1.02","478.13","6.94","10.62","3.91",,,,,,,,,,,,,,,,,,,,
"61804","2","BTM","61804_2_BTM","1.4","24.26","3","0.9","0.07","0.17","7","0.4","0.85","1.8","6.7","11","37.74","6.72","11.02","0.45","306.82","6.7","21.23","8.76",,,,,,,,,,,,,,,,,,,,
"61804","3","TOP","61804_3_TOP","1.76","24.22","4","1.1","0.12","0.43","4","0.35","1.2","3.1","14.6","27","30.46","7.15","4.84","1.11","531.37","6.83","36.6","4.69",,,,,,,,,,,,,,,,,,,,
"61804","3","BTM","61804_3_BTM","1.22","24.43","3.2","1.04","0.06","0.26","4","0.4","1","2.1","8.5","14","36.94","13.39","42.2","0.76","459.17","6.24","13.26","46.75",,,,,,,,,,,,,,,,,,,,
"61804","4","TOP","61804_4_TOP","1.73","28.11","3.1","0.91","0.08","0.25","4","0.35","1","2.1","12.4","18","65.7","16.2","8.69","0.7","488.06","6.63","11.27","5.41",,,,,,,,,,,,,,,,,,,,
"61804","4","BTM","61804_4_BTM","1.27","20.35","3.3","0.95","0.09","0.29","4","0.35","1","2","12.8","18","35.56","10.8","0.68","0.94","458.69","7.11","8.04","20.7",,,,,,,,,,,,,,,,,,,,
"61804","5","TOP","61804_5_TOP","1.42","22.86","4.1","1.15","0.14","0.46","4","0.4","1.1","3.4","12.5","31","39.92","10.53","8.57","1.24","465.39","6.98","11.03","4.83",,,,,,,,,,,,,,,,,,,,
"61804","5","BTM","61804_5_BTM","1.34","23.62","4.5","1.31","0.14","0.32","5","0.45","1","2.6","12.1","24","45.78","14.27","15.09","0.88","281.32","6.67","5.43","52.09",,,,,,,,,,,,,,,,,,,,
"61804","6","TOP","61804_6_TOP","1.67","20.24","3.6","0.98","0.11","0.44","4","0.4","0.85","2.8","9.4","24","49.84","12.65","4.59","1.33","376.68","7","7.99","19.62",,,,,,,,,,,,,,,,,,,,
"61804","6","BTM","61804_6_BTM","1.48","20.74","4","1.15","0.1","0.33","5","0.4","0.8","2.5","7.1","20","45.15","9.37","35.35","0.46","396.19","6.35","10.65","1.81",,,,,,,,,,,,,,,,,,,,
"61804","7","TOP","61804_7_TOP","1.98","22.06","3.8","0.99","0.05","0.51","4","0.4","1.05","3.3","14.8","28","47.69","13.39","4.92","0.96","446.43","6.86","9.49","3.88",,,,,,,,,,,,,,,,,,,,
"61804","7","BTM","61804_7_BTM","1.39","22.16","4.3","1.33","0.13","0.49","4","0.4","1.15","8.6","13.6","32","56.52","10.02","32.6","1.23","280.73","6.37","12.77","16.04",,,,,,,,,,,,,,,,,,,,
"61805","1","TOP","61805_1_TOP","0.94","108.01",,,,,,,,,,,"198.09","28.71",,,"4.06","5.97","68.6","3.32",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61805","1","BTM","61805_1_BTM","0.97","40.01","3.7","1.39","0.19","0.13","24","0.45","0.5","4","0.7","665","9.28","3.64","0.24","8",,"5.97","23.88","1.13",,,,,,,,,,,,,,,,,"Insufficient_Material",,,
"61805","2","TOP","61805_2_TOP","1.4","40.07","5.1","1.19","0.28","0.13","7","0.4","1.1","8.6","0.6","358","88.87","13.97","0.88","18.33","0.4","5.63","61.24","4.22",,,,,,,,,,,,,,,,,,,,
"61805","2","BTM","61805_2_BTM","0.91","45.65","5.1","0.85","0.22","0.13","7","0.35","1.35","4.2","0.6","530","132.98","24.01","0.34","21.61","1.03","5.72","69.7","3.56",,,,,,,,,,,,,,,,,,,,
"61805","3","TOP","61805_3_TOP","0.4","286.34",,,,,,,,,,,"551.14","78.42",,,"10.53","5.99","91.56","7.42",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61805","3","BTM","61805_3_BTM","0.34","251.64",,,,,,,,,,,"81.03","11.04",,,"5.6","5.99","105.94","9.3",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61805","4","TOP","61805_4_TOP","0.58","78.77","8.4","1.43","0.27","0.19","10","0.4","3.1","4.7","0.6","453","133.47","33.23","7.4","38.16","2.36","5.9","99.63","11.02",,,,,,,,,,,,,,,,,,,,
"61805","4","BTM","61805_4_BTM","0.87","45.2",,,,,,,,,,,"36.67","6.31",,,,"5.81","60.43","3.26",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue","Below_Detection",,,
"61805","5","TOP","61805_5_TOP","0.73","117.22",,,,,,,,,,,"180.86","28.06",,,"3.66","5.54","38.85","3.7",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61805","5","BTM","61805_5_BTM","0.34","367.32",,,,,,,,,,,"481.28","69.15",,,"6.58","5.19","103.49","8.16",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61805","6","TOP","61805_6_TOP","0.5","207.47",,,,,,,,,,,"456.79","84.4",,,"1.39","5.47","83.84","6.3",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61805","6","BTM","61805_6_BTM","1.02","47.08","8.7","2.12","0.36","0.18","10","0.45","0.75","12.6","0.4","378","28.64","3.71","0.37","5.48","0.42","5.45","48.27","1.22",,,,,,,,,,,,,,,,,,,,
"61805","7","TOP","61805_7_TOP","0.83","62.64","7.2","1.07","0.33","0.16","24","0.4","1.65","1.7","0.8","311","200.6","36.79","51.95","8.1","7.1","4.88","80.86","5.3",,,,,,,,,,,,,,,,,,,,
"61805","7","BTM","61805_7_BTM","0.93","36.33","5.2","0.8","0.23","0.07","13","0.4","0.4","0.6","0.6","403","38.2","6.09","0.53","3.87","3.98","4.46","32.65","2.29",,,,,,,,,,,,,,,,,,,,
"61805","8","TOP","61805_8_TOP","1.06","40.2","5.1","1.05","0.32","0.18","9","0.4","1.2","1.6","0.3","285","153.62","31.25","4.65","42.7","4.15","5.06","58.59","3.54",,,,,,,,,,,,,,,,,,,,
"61805","8","BTM","61805_8_BTM","1.1","18.48","6.7","0.94","0.3","0.09","9","0.4","0.6","1","0.3","123","24.58","3.1","0.78","2.17","2.75","4.92","38.45","2.24",,,,,,,,,,,,,,,,,,,,
"61805","9","TOP","61805_9_TOP","1.08","41.2","1.6","0.78","0.19","0.14","10","0.3","1","1.1","0.8","495","144.99","26.95","16.84","40.58","2.39","4.74","35.85","2.9",,,,,,,,,,,,,,,,,,,,
"61805","9","BTM","61805_9_BTM","1.32","22.19","1.6","0.52","0.2","0.07","5","0.4","0.3","0.4","0.1","138","36.72","6.12","0.36","4.11","0.54","4.74","14.63","0.69",,,,,,,,,,,,,,,,,,,,
"61806","1","TOP","61806_1_TOP","1.24","41.41","4.4","1.35","0.52","0.49","12","0.35","0.35","38.6","0.4","55","200.89","29.64","1.54","13.78","8.31","6.01","30.97","3.4",,,,,,,,,,,,,,,,,,,,
"61806","1","BTM","61806_1_BTM","0.83","37.65",,,,,,,,,,,"176.87","31.97",,,"2.05","5.86","16.23","1.93",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61806","2","TOP","61806_2_TOP","1.16","46.67","3.9","0.92","0.07","0.46","19","0.35","0.45","30.5","0.6","77","208.06","36.19","6.12","15.97","9.1","5.71","17.02","8.75",,,,,,,,,,,,,,,,,,,,
"61806","2","BTM","61806_2_BTM","1.28","47.27",,,,,,,,,,,"132.92","20.67",,,"1.11","5.84","8.23","3.03",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61806","3","TOP","61806_3_TOP","1.36","29.45","3","0.98","0.09","0.58","12","0.35","0.65","59.7","0.4","115","221.65","20.22","0.22","5.18","27.57","5.68","42.7","1.37",,,,,,,,,,,,,,,,,,,,
"61806","3","BTM","61806_3_BTM","1.2","35.07",,,,,,,,,,,"205.27","19.11",,,"15.27","5.88","20.24","0.69",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61806","4","TOP","61806_4_TOP","1.28","43.35","2.9","1.19","0.22","0.46","10","0.35","0.5","23.2","0.5","84","209.55","18.59","0.35","4.97","20","5.63","20.18","0.62",,,,,,,,,,,,,,,,,,,,
"61806","4","BTM","61806_4_BTM","1.2","40.6","6","2.1","0.18","0.57","4","0.35","0.25","9.4","0.5","35","165.6","12.38","0.2","2.63","4.62","5.9","5.61","0.15",,,,,,,,,,,,,,,,,,,,
"61806","5","TOP","61806_5_TOP","1.19","37.32","7.3","1.48","0.08","0.75","10","0.35","0.65","37","0.8","139","250.29","30.24","0.28","8.73","29.97","5.94","50.36","1.75",,,,,,,,,,,,,,,,,,,,
"61806","5","BTM","61806_5_BTM","1.25","39.33","4.6","1.31","0.12","0.63","7","0.35","0.35","29.8","0.4","54","208.45","20.43","0.47","3.81","8.19","6.02","29.43","0.6",,,,,,,,,,,,,,,,,,,,
"61806","6","TOP","61806_6_TOP","1.24","40.75","8.1","1.48","0.11","0.75","17","0.35","1","31.8","0.7","193","257.86","27.86","0.31","5.94","46.59","5.83","55.08","1.98",,,,,,,,,,,,,,,,,,,,
"61806","6","BTM","61806_6_BTM","1.31","39.87","5.7","0.98","0.1","0.83","6","0.35","0.25","32.9","0.5","81","230.72","24.97","0.33","4.28","14.68","5.96","31.22","0.88",,,,,,,,,,,,,,,,,,,,
"61806","7","TOP","61806_7_TOP","1.3","27.03","5.5","0.82","0.11","0.54","18","0.4","0.2","20","0.5","52","188.98","27.43","2.1","16.54","7.31","5.92","44.25","5.73",,,,,,,,,,,,,,,,,,,,
"61806","7","BTM","61806_7_BTM","0.74","32.24",,,,,,,,,,,"148","30.95",,,"25.29","6.13","19.11","2.45",,,"In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue","In_Queue",,,"In_Queue","In_Queue",,,,
"61806","8","TOP","61806_8_TOP","1.11","44.7","7.6","1.15","0.08","0.85","14","0.4","0.15","4.7","0.6","49","186.22","32.24","1.48","9.9","23.1","6.32","26.04","2.29",,,,,,,,,,,,,,,,,,,,
"61806","8","BTM","61806_8_BTM","1.03","45.01","6.9","1.49","0.21","0.98","28","0.4","0.15","9.2","0.6","28","180.77","24.4","1.05","4.14","21.51","6.54","20.56","1.5",,,,,,,,,,,,,,,,,,,,
"61807","1","TOP","61807_1_TOP","0.77","12.1","8.4","2.12","0.07","0.98","5","0.8","1.85","6.9","0.9","94","288.87","41.02","1.09","2.72","10.31","6.54","130.5","8.77",,,,,,,,,,,,,,,,,,,,
"61807","1","BTM","61807_1_BTM","0.93","8.52","11.3","3.62","0.12","0.74","3","0.65","0.2","2","0.9","20","84.53","9.77","0.44","1.09","1.32","6.33","53.71","3.52",,,,,,,,,,,,,,,,,,,,
"61807","3","TOP","61807_3_TOP","1.01","8.3","7.8","1.64","0.1","0.87","6","0.9","6.45","6.4","1.4","32","298.04","31.1","20.98","2.18","14.35","6.47","104.64","28.39",,,,,,,,,,,,,,,,,,,,
"61807","3","BTM","61807_3_BTM","1.17","1.99","4.9","1.29","0.04","0.79","7","0.55","0.5","3.4","0.5","18","87.32","11.97","0.81","1.17","23.44","7.35","46.53","5.51",,,,,,,,,,,,,,,,,,,,
"61807","4","TOP","61807_4_TOP","0.98","8.21","9","1.45","0.05","0.82","14","0.7","10.2","11.7","1","71","431.01","60.36","25.71","3.74","20.7","5.97","164.38","37.57",,,,,,,,,,,,,,,,,,,,
"61807","4","BTM","61807_4_BTM","1.9","4.56","5.1","1.22","0.03","0.67","8","0.6","0.75","4.5","0.5","34","58.98","9.25","2.87","0.96","33.55","6.87","33.02","5.39",,,,,,,,,,,,,,,,,,,,
"61807","5","TOP","61807_5_TOP","0.87","11.04","9.1","1.69","0.08","1.34","10","0.75","4.55","4.1","0.6","69","314.88","46.51","19.84","1.69","20.68","6.77","72.92","24.04",,,,,,,,,,,,,,,,,,,,
"61807","5","BTM","61807_5_BTM","1.34","3.82","5.8","1.1","0.04","0.91","10","0.65","1.8","8.1","0.6","61","104.86","15.42","2.54","0.97","22.47","7.04","45.56","6.83",,,,,,,,,,,,,,,,,,,,
"61807","6","TOP","61807_6_TOP","1.01","13.46","9.6","1.82","0.11","1.69","12","0.8","5.9","7.1","0.6","46","285.23","46.73","41.24","3.71","20.57","6.58","104.58","43.49",,,,,,,,,,,,,,,,,,,,
"61807","6","BTM","61807_6_BTM","1.18","3.95","5.3","1.2","0.06","0.74","7","0.5","0.8","7.5","0.6","38","56.26","8.39","2.08","1.02","20.5","7.04","34.85","5.14",,,,,,,,,,,,,,,,,,,,
"61807","7","TOP","61807_7_TOP","0.96","10.03","9.1","1.96","0.1","1.18","10","0.8","3.35","4","0.5","26","334.27","49.17","7.31","1.65","13.68","7.16","85.98","13.77",,,,,,,,,,,,,,,,,,,,
"61807","7","BTM","61807_7_BTM","1.36","2.44","4.8","1.32","0.12","0.71","4","0.5","0.7","4.8","0.5","28","61.05","8.98","0.86","0.91","12.09","7.09","42.22","4.01",,,,,,,,,,,,,,,,,,,,
"61807","8","TOP","61807_8_TOP","0.8","9.81","9.3","2.44","0.05","1.47","8","0.8","2.45","18.4","0.9","29","226.02","38.31","2.98","1.64","12.57","7.14","74.05","10.17",,,,,,,,,,,,,,,,,,,,
"61807","8","BTM","61807_8_BTM","1.35","6.11","7.8","2.35","0.06","1.35","5","0.6","0.4","2.3","0.6","41","77.17","8.52","0.38","1.08","1.82","6.9","99.79","7.22",,,,,,,,,,,,,,,,,,,,
