"call","Proposal_ID","Sampling_Set","lat_lon","geo_loc_name","soil_type","fao_class","cur_vegetation","ecoregion","cur_land_use","env_broad_scale","env_broad_NEW"
"FY25","61630","22","42.3954,-85.3726","United States: Michigan, Hickory corners","Alfisol","","sorghum","Great Lakes","row crops","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","23","42.3946,-85.3726","United States: Michigan, Hickory corners","Alfisol","","switchgrass","Great Lakes","shrub crops","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","24","42.3941,-85.3714","United States: Michigan, Hickory corners","Alfisol","","prairie","Great Lakes","successional shrub land","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","3","42.3955,-85.3757","United States: Michigan, Hickory corners","Alfisol","","switchgrass","Great Lakes","shrub crops","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","4","42.3955,-85.3750","United States: Michigan, Hickory corners","Alfisol","","prairie","Great Lakes","successional shrub land","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","5","42.3950,-85.3753","United States: Michigan, Hickory corners","Alfisol","","poplar","Great Lakes","crop trees","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","6","42.3950,-85.3731","United States: Michigan, Hickory corners","Alfisol","","corn","Great Lakes","row crops","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","7","42.3960,-85.3753","United States: Michigan, Hickory corners","Alfisol","","sorghum","Great Lakes","row crops","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","8","42.3950,-85.3737","United States: Michigan, Hickory corners","Alfisol","","switchgrass","Great Lakes","shrub crops","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61630","9","42.3960,-85.3731","United States: Michigan, Hickory corners","Alfisol","","prairie","Great Lakes","successional shrub land","__temperate savanna biome [ENVO:01000189]","temperate"
"FY25","61797","1","38.5269, -121.7710","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","2","38.5268, -121.7710","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","3","38.5268, -121.7711","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","4","38.5267, -121.7711","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","5","38.5267, -121.7711","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","6","38.5267, -121.7710","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","7","38.5266, -121.7710","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","8","38.5266, -121.7711","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61797","9","38.5266, -121.7710","United States: California, Davis","Inceptisol","","Sorghum","Pacific Southwest","row crops","cropland biome [ENVO:01000245]","terrestrial"
"FY25","61798","1","32.559866, -110.839043","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","2","32.559923, -110.838934","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","3","32.560621, -110.839570","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","4","32.560497, -110.839730","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","5","32.556070, -110.841612","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","6","32.555653, -110.841723","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","7","32.555560, -110.841270","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61798","8","32.556036, -110.841557","United States: Arizona, Oro Valley","Entisol","","Desert Shrub","Desert Southwest","rangeland","arid biome [ENVO:01001838]","arid"
"FY25","61799","1","42.5397, -72.1889","United States: Massachusetts, Petersham","Inceptisol","","herbaceous and shrubby forest clearing","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","2","42.5397, -72.1889","United States: Massachusetts, Petersham","Inceptisol","","mixed deciduous hardwood forest edge","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","3","42.5399, -72.1890","United States: Massachusetts, Petersham","Inceptisol","","mixed deciduous hardwood forest interior","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","4","42.5395, -72.1896","United States: Massachusetts, Petersham","Inceptisol","","herbaceous and shrubby forest clearing","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","5","42.5396, -72.1896","United States: Massachusetts, Petersham","Inceptisol","","mixed deciduous hardwood forest edge","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","6","42.5398, -72.1897","United States: Massachusetts, Petersham","Inceptisol","","mixed deciduous hardwood forest interior","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","7","42.5393, -72.1902","United States: Massachusetts, Petersham","Inceptisol","","herbaceous and shrubby forest clearing","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","8","42.5395, -72.1902","United States: Massachusetts, Petersham","Inceptisol","","mixed deciduous hardwood forest edge","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61799","9","42.5397, -72.1903","United States: Massachusetts, Petersham","Inceptisol","","mixed deciduous hardwood forest interior","Northeast","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY25","61801","1","41.495, -81.427","United States: Ohio, Hunting Valley","Alfisol","","Grassland","Great Lakes","farmstead","__anthropogenic terrestrial biome [ENVO:01000219]","terrestrial"
"FY25","61802","1","31.4414, -81.2777","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","2","31.4411, -81.2780","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","3","31.4200, -81.2928","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","4","31.4200, -81.2931","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","5","31.4206, -81.2931","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","6","31.4124, -81.2944","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","7","31.4111, -81.2959","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","8","31.3989, -81.2817","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61802","9","31.3995, -81.2820","United States: Georgia, Sapelo Island","Entisol","Gleysols","Spartina alterniflora","Southeast","marshlands","marine salt marsh biome [ENVO:01000022]","wetland"
"FY25","61803","1","64.8742, -147.8312","United States: Alaska, Fairbanks","Inceptisol","","white spruce, horsetail, birch trees, bunchberries","Taiga","intermixed","subpolar biome [ENVO:01001834]","polar"
"FY25","61803","2","64.8742, -147.8308","United States: Alaska, Fairbanks","Inceptisol","","mosses cranberries, horsetail, roses, white spruce","Taiga","intermixed","subpolar biome [ENVO:01001834]","polar"
"FY25","61803","3","64.8743, -147.8313","United States: Alaska, Fairbanks","Inceptisol","","moss, horsetail, high bushcranberry, white spruce, birch, fireweed","Taiga","intermixed","subpolar biome [ENVO:01001834]","polar"
"FY25","61803","4","64.8748, -147.8317","United States: Alaska, Fairbanks","Inceptisol","","horsetail, moss, birch, white spruce","Taiga","intermixed","subpolar biome [ENVO:01001834]","polar"
"FY25","61804","1","42.475972, -72.583194","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Mixed seed intercrop of corn and sorghum","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61804","2","42.476028, -72.583194","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Corn Monocrop with DMPP","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61804","3","42.475722, -72.58325","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Mixed seed intercrop with DMPP","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61804","4","42.475889, -72.583389","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Bulk soil","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61804","5","42.475944, -72.583344","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Sorghum Monocrop with DMPP","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61804","6","42.475972, -72.583353","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Sorghum Monocrop","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61804","7","42.47575, -72.58335","United States: Massachusetts, South Deerfield","Inceptisol","Podzols","Corn Monocrop","Northeast","row crops","temperate biome [ENVO:01001831]","temperate"
"FY25","61805","1","33.130801, -79.810268","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","2","33.130948, -79.809920","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","3","33.130771, -79.809606","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","4","33.130809, -79.809493","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","5","33.131604, -79.809898","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","6","33.131434, -79.809802","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","7","33.127828, -79.776870","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","8","33.127655, -79.777104","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61805","9","33.127076, -79.777684","United States: South Carolina, Cordesville","Alfisol","","bottamland hardwoods","Southeast","hardwoods","__woodland biome [ENVO:01000175]","terrestrial"
"FY25","61806","1","44.2301, -122.1238","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","2","44.2301, -122.1238","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","3","44.2344, -122.1475","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","4","44.2344, -122.1475","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","5","44.2663, -122.1711","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","6","44.2663, -122.1711","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","7","44.2188, -122.1663","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61806","8","44.2188, -122.1663","United States: Oregon, HJ Andrews Research Forest","Inceptisol","","Conifer Forest","Pacific Northwest","conifers","______mediterranean woodland biome [ENVO:01000208]","subtropical"
"FY25","61807","1","40.1270, -105.3094","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","2","40.1161, -105.2749","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","3","40.1273, -105.3092","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","4","40.1273, -105.3091","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","5","40.1269, -105.3052","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","6","40.1271, -105.3089","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","7","40.1268, -105.3094","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY25","61807","8","40.1270, -105.3090","United States: Colorado, Lyons","Aridisol","","mixed grass prarie","Central Plains","rangeland","____rangeland biome [ENVO:01000247]","terrestrial"
"FY26","61875","1","40.7241, -81.7501","United States: Ohio, Apple Creek","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","10","40.9377,  -81.7915","United States: Ohio, Rittman","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","11","40.086552, -83.239328","United States: Ohio, Plain City","Mollisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","12","40.087627, -83.239662","United States: Ohio, Plain City","Alfisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","13","40.088425, -83.240303","United States: Ohio, Plain City","Mollisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","14","40.087776, -83.242737","United States: Ohio, Plain City","Alfisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","15","40.086529, -83.24202","United States: Ohio, Plain City","Mollisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","16","40.085453, -83.241852","United States: Ohio, Plain City","Alfisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","17","40.120235, -83.285034","United States: Ohio, Plain City","Alfisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","18","40.121433, -83.285782","United States: Ohio, Plain City","Alfisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","19","40.122326, -83.286514","United States: Ohio, Plain City","Alfisol","","Corn-Soybean","Appalachians / Cumberland Plateau","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","2","40.726, -81.7502","United States: Ohio, Apple Creek","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","20","41.216591, -84.037376","United States: Ohio, Hamler","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","21","41.216370, -84.039230","United States: Ohio, Hamler","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","22","41.216373, -84.040428","United States: Ohio, Hamler","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","3","40.7252, -81.7528","United States: Ohio, Apple Creek","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","4","40.7256, -81.7545","United States: Ohio, Apple Creek","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","5","40.7242, -81.7548","United States: Ohio, Apple Creek","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","6","40.9333, -81.7883","United States: Ohio, Rittman","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","7","40.9338,  -81.7889","United States: Ohio, Rittman","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","8","40.9323,  -81.789","United States: Ohio, Rittman","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","61875","9","40.9371,  -81.7899","United States: Ohio, Rittman","Alfisol","","Corn-Soybean","Great Lakes","row crops","temperate biome [ENVO:01001831]","temperate"
"FY26","62040","1","43.09123, -77.97601","United States: New York, Bergen","Histosol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","2","43.09124, -77.97617","United States: New York, Bergen","Histosol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","3","43.18826, -77.88455","United States: New York, Spencerport","Alfisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","4","43.18821, -77.88463","United States: New York, Spencerport","Alfisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","5","43.14726, -77.51298","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","6","43.14705, -77.51293","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","7","43.15415, -77.52523","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","8","43.15422, -77.52533","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","9","43.15417, -77.52515","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","9","43.15417, -77.52516","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","9","43.15417, -77.52517","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","9","43.15417, -77.52518","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62040","9","43.15417, -77.52519","United States: New York, Rochester","Entisol","","Woodland ecosystem","Great Lakes","hardwoods","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","1","46.801200, -116.813000","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","2","46.8011156, -116.813054","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","3","46.801500, -116.813000","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","4","46.801548, -116.812720","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","5","46.901490, -116.813047","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","6","46.801517, -116.813157","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","7","46.801265, -116.813366","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62043","8","46.801285, -116.813435","United States: Idaho, Moscow","Andisol","","Cedar, Douglas Fir","Pacific Northwest","conifers","__temperate woodland biome [ENVO:01000221]","temperate"
"FY26","62047","1","40.810637, -104.779803","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","1","40.810637, -104.779804","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","1","40.810637, -104.779805","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","1","40.810637, -104.779806","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","1","40.810637, -104.779807","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","1","40.810637, -104.779808","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","2","40.810830, -104.779854","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","2","40.810830, -104.779855","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","2","40.810830, -104.779856","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","2","40.810830, -104.779857","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","2","40.810830, -104.779858","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","2","40.810830, -104.779859","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","3","40.810948, -104.780012","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","3","40.810948, -104.780013","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","3","40.810948, -104.780014","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","3","40.810948, -104.780015","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","3","40.810948, -104.780016","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","3","40.810948, -104.780017","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","4","40.810659, -104.779682","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","4","40.810659, -104.779683","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","4","40.810659, -104.779684","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","4","40.810659, -104.779685","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","4","40.810659, -104.779686","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","4","40.810659, -104.779687","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","5","40.810834, -104.779737","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","5","40.810834, -104.779738","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","5","40.810834, -104.779739","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","5","40.810834, -104.779740","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","5","40.810834, -104.779741","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","5","40.810834, -104.779742","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","6","40.810942, -104.779936","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","6","40.810942, -104.779937","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","6","40.810942, -104.779938","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","6","40.810942, -104.779939","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","6","40.810942, -104.779940","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","6","40.810942, -104.779941","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
"FY26","62047","7","40.810700, -104.779713","United States: Colorado, Carr","Aridisol","","Grassland","Central Plains","rangeland","arid biome [ENVO:01001838]","arid"
